time;path1_program_status;path1_program;path1_machine_function;path1_execution;x1_motor_power;x1_motor_torque;x1_pos_act;y1_motor_power;y1_motor_torque;y1_pos_act;z1_motor_power;z1_motor_torque;z1_pos_act
12:51:16;IN_PROGRESS;_N_L2001_SPF;NONE;ACTIVE;-0.011;-4.1055;11.1;0;0.0631;1.13819;0;0.3677;19
12:51:24;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-4.3261;13.8002;0;0.2025;1.13819;0;-0.5052;70
12:51:32;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-4.1897;419.1535;0.007;0.2103;-93.244;0;-0.0165;299.4323
12:51:40;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-4.233;431.91649;0.007;0.1211;-93.244;0.001;-0.5541;812.90225
12:51:48;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-3.9908;29.41;0.007;0.0143;0;1.608;0.9376;33.92529
12:51:56;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-3.9156;30.4;0.007;0.3945;0;1.608;0.941;23.50705
12:52:04;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.0719;30.4;0.007;0.3945;0;1.608;0.941;4.3456
12:52:12;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.0719;30.4;0.007;0.3945;0;1.608;0.941;-15.33415
12:52:20;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.202;30.4;0.007;0.3945;0;1.608;0.8273;-34.13437
12:52:28;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.5137;29.4;0.007;0.0569;0;1.608;0.8273;50
12:52:36;IN_PROGRESS;_N_GOHOME_SPF;NONE;ACTIVE;0.008;-5.0412;600;0.007;-0.7642;-96.33227;1.608;1.2534;90
12:52:44;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.4796;419.1535;0.007;0.4121;-93.244;1545.939;-4.8693;299.4323
12:52:51;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-4.6346;419.1535;0.007;0.526;-93.244;-0.004;-1.219;326.3829
12:52:59;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-3.9404;0;0.007;0.117;0;-0.004;1.3062;-47.19687
12:53:08;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-3.9404;0;0.007;0.2492;0;-0.004;1.1931;-19.90186
12:53:15;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.008;-3.9404;0;0.007;0.2765;0;-0.004;-1.1409;13.35201
12:53:23;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.002;-3.8778;421.40844;0.007;0.4852;-93.96744;-0.004;0.4006;299.4323
12:53:31;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.002;-3.7839;419.1535;0.007;-0.4813;-93.244;0.001;-0.2637;940.8753
12:53:39;IN_PROGRESS;_N_L2109_SPF;NONE;ACTIVE;-0.002;-4.8548;439.9;0.007;-0.4207;-99.9;-0.002;0.1341;616.38105
